Name,Model,Description,URL
Vic Firth Theodor Milkov Hard & Bright Marimba Mallets,MODEL: M286,"Vic Firth Theodor Milkov Hard & Bright Marimba Mallets delivers a full crystal clear tone. The sound produced offers an articulation that leaves no questions unanswered.

Length: 17''
Head material/color: Mohair Yarn/Black
Handle Material: Hickory",https://www.steveweissmusic.com/products/vic-firth-theodor-milkov-marimba-hard-bright
Salyers Percussion Kai Stensgaard Signature Marimba Mallet - Medium,N/A,"Salyers Percussion Kai Stensgaard Signature Medium Marimba Mallets are designed by world-renowned marimba artist Kai Stensgaard. This series features natural/unfinished birch shafts, rubber cores and a wool yarn wrap. The five models are graduated in hardness and weight. Kai is an accomplished 6-mallet player and has designed his mallets to be very manageable using either 4 or 6 mallet grip. The sound throughout the series is clear and warm. The white yarn provides excellent visual awareness for the performer and each model is color-coded for quick and easy identification.

Although designed for the professional player, many teachers and students prefer these mallets for their traditional weight and sound.",https://www.steveweissmusic.com/products/salyers-percussion-kai-stensgaard-signature-marimba-mallet-medium
Malletech Michael Burritt Version 2 MB13-V2 Marimba Mallets - Medium to Medium Hard Rattan,MODEL: MB13-V2R,"Multi-toned: medium to medium hard with red label.

Provides a full sound in all the registers and rolls well at medium dynamic levels. This is a great general mallet for those players who want the sound of a rubber core and a bit of bite to the attack.

Mike is internationally respected as a marimba virtuoso, composer and teacher. The six models of the Michael Burritt Series are built around 1 1/8″ diameter natural rubber cores. All of the models also have one or more additional layers of latex rubber on top of the natural rubber for a more complex multi-toned response pattern. All models are wrapped and stitched with a synthetic blend that has good durability. The yarn has also been designed to have just a touch of contact “chiff” for the extra cutting power Michael requires. All models feature selected rattan shafts.

Synthetic Yarn
Medium Hard to Medium Hard Hardness (Multi-tonal)
Rattan Shafts
Oval Shaped Mallet Head",https://www.steveweissmusic.com/products/malletech-burritt-marimba-medium-medium-hard-rattan
Marimba One Colin Currie CCB4 Soft Birch Mallets,N/A,"The Colin Currie Signature Mallet Series was created as a simple and uncomplicated series of mallets. The series contains four mallets featuring one unwrapped mallet and three wrapped mallets. They allow spontaneity, which can be used with as much force or delicacy without the unsatisfactory change in timbre this approach can create. These mallets represent a focused, polished approach to sound.",https://www.steveweissmusic.com/products/marimba-one-colin-currie-ccb4
Innovative Soloist Series IP400N Hard Birch Marimba Mallets - Natural Handles,MODEL: IP400N,"Innovative Percussion's most popular series of solo marimba mallets is now offered with unfinished birch handles thanks to countless requests. All six models are available with a natural finish that provides a more slip resistant grip that is ideal for players who prefer an enhanced grip on their mallets.

The Innovative Percussion IP400N Soloist Series Hard Marimba Mallets are designed for use in the upper 3 octaves of a 5 octave marimba and offers lots of strong articuation. This model features 100% wool yarn and hard rubber cores that help to create a full, rich tome and warm fundamental.

Designed with the marimba virtuoso in mind, the Soloist Series is constructed using hard rubber cores, covered in a series of latex combinations. The mallets are wrapped is a 100% wool wrap, custom manufactured specifically for Innovative Percussion, which delivers a brilliant, rich tone with the warmest fundamental possible in all registers of the marimba.",https://www.steveweissmusic.com/products/innovative-ip400n-natural-mallets
Malletech Escape Ten Phat Bass EX5R Marimba Mallets,N/A,The Malletech Escape Ten Phat Bass EX5R Marimba Mallets are a special weighted mallet on a rattan handle. The EX5R is designed to provide superb fundamentals and presence that speaks well into the upper-mid register.,https://www.steveweissmusic.com/products/malletech-escape-ten-phat-bass
Encore NZ1R Nancy Zeltsman Hard Rattan Marimba Mallets,N/A,"The Encore NZ1R Nancy Zeltsman ""Hard"" mallets are very bright, and ideal for cutting through while retaining a ""marimba tone"" (as opposed to a xylophone tone). They sound particularly clear and beautiful for soft playing in the highest register. Rattan Handles.

One unique characteristic of my line is that the oval-shape of the mallet head is horizontal rather than vertical. I imagine (and maybe it's true) that the width of the mallet activates more of the vertical grains of wood in every bar-thus contributing to a richer tone. Everything about the construction of my line of mallets-from the cores, to the latex, to the type of yarn-is aimed at helping you to produce a fundamental-rich tone.

- Nancy Zeltsman

Hardness - Hard
Handles - rattan",https://www.steveweissmusic.com/products/encore-nancy-zeltsman-nz1r-mallets
Salyers Percussion Kai Stensgaard Signature Marimba Mallets - Medium Hard,N/A,"Salyers Percussion Kai Stensgaard Signature Medium Hard Marimba Mallets are designed by world-renowned marimba artist Kai Stensgaard. This series features natural/unfinished birch shafts, rubber cores and a wool yarn wrap. The five models are graduated in hardness and weight. Kai is an accomplished 6-mallet player and has designed his mallets to be very manageable using either 4 or 6 mallet grip. The sound throughout the series is clear and warm. The white yarn provides excellent visual awareness for the performer and each model is color-coded for quick and easy identification.

Although designed for the professional player, many teachers and students prefer these mallets for their traditional weight and sound.",https://www.steveweissmusic.com/products/salyers-percussion-kai-stensgaard-signature-marimba-mallets-medium-hard
Marimba One Ivana Bilic IBB6 Medium Soft Birch Mallets,N/A,"The Marimba One Ivana Bilic model IBB6 Power Bass mallets combine weight, and robust and rich sound, with articulation. It is heavier and harder than the IB5, and makes the low C really ring. Well suited for legato, rolled or fast passages, it sounds particularly nice in the two lowest octaves, enhancing the fundamental with a powerful, vibrant and clear sound. Ivana recommends it as the bass mallet for a combined set, with two IB5's or IB5 + IB4 as the two inner mallets. The combination of softer mallets with IB6 as the bass mallet works very well for chords (with or without rolls) because it emphasizes the bass line, and gives to the chord the right harmonic quality.

Ivana Bilic wanted her new mallet line to emphasize the singing characteristic of the marimba, by relating the sound that each mallet makes to human vocal qualities. Her definitions for each mallet combine the ideal playing range for a mallet with the color/timbre of its sound.

These mallets are on Birch Handles.",https://www.steveweissmusic.com/products/marimba-one-ivana-bilic-ibb6
Marimba One Ivana Bilic IBB1 Very Hard Birch Mallets,N/A,"The Marimba One Ivana Bilic model IBB1 High Soprano mallets are light and piercing, with crisp clear sound and articulation. It is designed for virtuoso passages in the upper register and aggressive contemporary-styled pieces.

Ivana Bilic wanted her new mallet line to emphasize the singing characteristic of the marimba, by relating the sound that each mallet makes to human vocal qualities. Her definitions for each mallet combine the ideal playing range for a mallet with the color/timbre of its sound.

These mallets are on Birch Handles.",https://www.steveweissmusic.com/products/marimba-one-ivana-bilic-ibb1
Innovative She-e Wu WU6C Very Hard Birch Concerto Marimba Mallets,MODEL: WU6C,"The WU6C Very Hard Concerto model is an addition to the She-e Wu Series marimba mallets. This model is constructed much like the existing WU6, but is tightly wrapped with cord. This helps produce a bright, staccato timbre that speaks very quickly and will help cut through a large ensemble.",https://www.steveweissmusic.com/products/innovative-wu6c
Innovative Nick Mancini NM1 Medium Hard Vibraphone Mallets,MODEL: NM1,"The NM1 Nick Mancini vibraphone mallets were designed to be used in a variety of musical settings. Created with the versatile musician in mind, they are considered a multi-use mallet, making them perfect for someone looking to explore a wide variety of styles.

Made with extra-durable rattan handles and a large oval shaped rubber core, the player can easily transfer a great amount of energy into the bar with less effort. The mallet is wrapped with a sage green tightly woven multi-ply cord, and stitched with an orange accent yarn.

Features:
Extra-Durable Rattan Handles
Large Oval Shaped Rubber Cores
Thightly Woven Multi-ply Cord
Orange Accent Stitching",https://www.steveweissmusic.com/products/innovative-nick-mancini-vibraphone-mallets
JGpercussion Matthew Coley MC4B Marimba Mallets - Medium Soft,N/A,"The JGpercussion Matthew Coley Signature Series Marimba Mallets and wrapped with high quality alpaca yarn.

Model MC4B - Medium Soft
Birch Handles",https://www.steveweissmusic.com/products/jgpercussion-matthew-coley-marimba-mallets-4b
